0 2.4
40 2.4
50 2.6 
60 3.5
70 5.0
80 6.3
90 7.3
100 8.2
110 9.0
120 9.8
130 10.5
140 11.2
150 11.9
160 12.6
170 13.2
180 13.9
190 14.5
200 15.1
220 15.6
240 16.8
260 18.0
280 19.2
290 20.1
